age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary,country,country_target
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
≥ 75.4,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Sales,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
60.8 - 75.4,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,< 20.6,Columbia,<=50K,Columbia,0
60.8 - 75.4,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,11th,Separated,Transport-moving,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.2 - 59.8,Iran,>50K,Iran,0
31.6 - 46.2,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
31.6 - 46.2,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,10th,Widowed,Other-service,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Cambodia,>50K,Cambodia,0
< 31.6,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Other-service,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,59.8 - 79.4,Thailand,>50K,Thailand,0
60.8 - 75.4,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,20.6 - 40.2,United-States,>50K,United-States,0
60.8 - 75.4,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,9th,Never-married,Other-service,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,≥ 79.4,United-States,<=50K,United-States,0
< 31.6,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,< 20.6,Germany,<=50K,Germany,0
31.6 - 46.2,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Federal-gov,Masters,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,59.8 - 79.4,United-States,>50K,United-States,0
46.2 - 60.8,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,Ecuador,<=50K,Ecuador,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Female,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,≥ 79.4,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,20.6 - 40.2,Laos,<=50K,Laos,0
31.6 - 46.2,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,20.6 - 40.2,Taiwan,>50K,Taiwan,0
31.6 - 46.2,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
≥ 75.4,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,20.6 - 40.2,Mexico,<=50K,Mexico,0
< 31.6,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Exec-managerial,Not-in-family,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
≥ 75.4,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,< 20.6,United-States,<=50K,United-States,0
60.8 - 75.4,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,5th-6th,Never-married,Other-service,Other-relative,White,Male,40.2 - 59.8,Mexico,<=50K,Mexico,0
< 31.6,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,59.8 - 79.4,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Never-married,Sales,Unmarried,Black,Male,20.6 - 40.2,Haiti,<=50K,Haiti,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,< 20.6,United-States,<=50K,United-States,0
< 31.6,State-gov,Some-college,Never-married,Protective-serv,Own-child,Black,Female,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,20.6 - 40.2,Iran,<=50K,Iran,0
< 31.6,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Local-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
60.8 - 75.4,Private,11th,Widowed,Other-service,Unmarried,Other,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,Portugal,<=50K,Portugal,0
31.6 - 46.2,Private,10th,Married-civ-spouse,Other-service,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
60.8 - 75.4,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
31.6 - 46.2,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40.2 - 59.8,United-States,>50K,United-States,0
< 31.6,Private,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
46.2 - 60.8,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
< 31.6,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,< 20.6,United-States,<=50K,United-States,0
46.2 - 60.8,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,40.2 - 59.8,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,< 20.6,United-States,<=50K,United-States,0
< 31.6,Private,11th,Never-married,Other-service,Own-child,White,Male,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20.6 - 40.2,United-States,>50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,< 20.6,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,20.6 - 40.2,United-States,<=50K,United-States,0
< 31.6,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40.2 - 59.8,United-States,<=50K,United-States,0
46.2 - 60.8,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,20.6 - 40.2,United-States,<=50K,United-States,0
31.6 - 46.2,Private,5th-6th,Divorced,Craft-repair,Not-in-family,White,Female,40.2 - 59.8,United-States,<=50K,United-States,0
